Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING APRIL 2018 TO JUNE 2018",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1,V-MAX IQ STUDY TECHNIQUES PRIVATE LIMITE,Australia,Thamotheram Nandakumar Nirmal,CHENNAI,Educational support services,0.50,0.01,
2,"FOURTH AMBIT TECHNOLOGIES
(P) LTD.",Australia,VARGHESEABRAHAM,KOCHI,Other information technology and computer service activities n.e.c,1.00,0.01,
3,EBEX CONSULTING PVT LTD,Australia,EBEX PTY LTD,MUMBAI,"Other data processing, hosting and related activities n.e.c.",0.10,0.00,
4,UNIBIC FOODS INDIA PVT. LTD.,Australia,UNIBIC INTERNATIONAL PTY LTD,BANGALORE,"Manufacture of biscuits, cakes, pastries, rusks etc.",22.00,0.33,
5,ARROW SLIPFORM KERB MACHINERY (INDIA ) P,Australia,TIMOTHY JOHN ANDREWS,BANGALORE,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",0.22,0.00,
6,ARROW SLIPFORM KERB MACHINERY (INDIA ) P,Australia,TIMOTHY JOHN ANDREWS,BANGALORE,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",0.18,0.00,
7,AOT INDIA PVT LTD,Australia,AOT GROUP LTD,MUMBAI,Other business support service activities n.e.c.,15.05,0.22,
8,STAYWELL HOSPITALITY MANAGEMENT PVT LTD,Australia,STAYWELL HOSPITALITY MANAGEMENT PTE LTD,NEW DELHI,Management consultancy activities,1.26,0.02,
9,BOURKE CONSOLIDATED INDIA PVT LTD,Australia,BOURKE PROPERTY HOLDINGS PTY LTD,MUMBAI,"Accounting, bookkeeping and auditing activities",0.00,0.00,
10,OLIVE TREE TRADING PVT LTD,Australia,MRS. ZEENA AHMED,MUMBAI,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc.",40.00,0.59,
11,AUSTRALIAN ENERGY STORAGE SOLUTIONS PVT,Australia,ACCESS PETROTEC PTY LTD.,AHMEDABAD,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",0.90,0.01,
12,AUSTRALIAN ENERGY STORAGE SOLUTIONS PVT,Australia,ACCESS PETROTEC PTY LTD.,AHMEDABAD,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",3.00,0.04,
13,AUSTRALIAN ENERGY STORAGE SOLUTIONS PVT,Australia,ACCESS PETROTEC PTY LTD.,AHMEDABAD,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",3.00,0.04,
14,COMAP INDIA PVT LTD,Australia,COMAP PTY LTD,NEW DELHI,Manufacture of other electronic components n.e.c,0.00,0.00,
15,LUXURYESCAPES TRAVEL PRIVATE LIMITED,Australia,ADAM JOSEPH SCHWAB,BANGALORE,Travel agency activities,0.00,0.00,
16,GRASSMAN INDIA PRIVATE LIMITED,Australia,GARY WAYNE WATERFORD,BANGALORE,"Manufacture of other wooden containers and products entirely or mainly of cane, rattan, bamboo, willow,",0.26,0.00,
17,GRASSMAN INDIA PRIVATE LIMITED,Australia,SURESHBABU CHANDRASEKHARAN NAIR,BANGALORE,"Manufacture of other wooden containers and products entirely or mainly of cane, rattan, bamboo, willow,",0.25,0.00,
18,V-MAX IQ STUDY TECHNIQUES PRIVATE LIMITE,Australia,Thamotheram Nandakumar Nirmal,CHENNAI,Educational support services,10.62,0.16,
19,VENTURENEXT FRANCHISING SERVICES PRIVATE,Australia,RAINE AND HORNE PTY LIMITED,BANGALORE,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",4.16,0.06,
20,NEOLACTA LIFESCIENCES PRIVATE LIMITED,Australia,RAKESH KUMAR AGGARWAL,BANGALORE,Manufacture of baby milk foods,7.56,0.11,
21,POLLINATE ENERGY INDIA PVT LTD,Australia,POLLINATE ENERGY LIMITED,BANGALORE,"Wholesale of other households goods,
n.e.c. [Includes wholesale of household equipment and appliances,",10.00,0.15,
22,STAYWELL HOSPITALITY MANAGEMENT PVT LTD,Australia,STAYWELL HOSPITALITY MANAGEMENT PTE LTD,NEW DELHI,Management consultancy activities,2.86,0.04,
23,AUSTRALIAN ENERGY STORAGE SOLUTIONS PVT,Australia,ACCESS PETROTEC PTY LTD.,AHMEDABAD,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",0.90,0.01,
24,ADYNOR TECHNOLOGIES PRIVATE LIMITED,Australia,PIYUSH MISRA,BANGALORE,Other information technology and computer service activities n.e.c,1.96,0.03,
25,VANGAL AMMAN HEALTH SERVICES LTD,Australia,Dr ANAND SURULIRAJ,CHENNAI,Hospital activities,6.36,0.10,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
26,GREENERACE TECHNOLOGIES PVT LTD,Australia,STEWART JOSEPH WALTER,NEW DELHI,Other information technology and computer service activities n.e.c,1.00,0.01,
27,THIESS INDIA PVT LTD,Australia,THIESS PTY LTD,KOLKATA,Opencast mining of hard coal,21.78,0.32,
28,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL INTERNATIONAL HOLDINGS PTY LT,MUMBAI,"Manufacture of electricity distribution and control apparatus (electrical
apparatus for switching or",2.00,0.03,
29,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL SWG PTY LTD,MUMBAI,"Manufacture of electricity distribution and control apparatus (electrical
apparatus for switching or",2.50,0.04,
30,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL INTERNATIONAL HOLDINGS PTY LT,MUMBAI,"Manufacture of electricity distribution
and control apparatus (electrical apparatus for switching or",2.50,0.04,
31,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL SWG PTY LTD,MUMBAI,"Manufacture of electricity distribution
and control apparatus (electrical apparatus for switching or",3.00,0.04,
32,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL INTERNATIONAL HOLDINGS PTY LT,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,3.00,0.04,
33,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL INTERNATIONAL HOLDINGS PTY LT,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,2.50,0.04,
34,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL SWG PTY LTD,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,2.50,0.04,
35,PROGMATIC TECHNOLOGY SOLUTIONS PRIVATE L,Australia,KARTIKEYA RAO,BANGALORE,Other information service activities n.e.c.,0.10,0.00,
36,SEA FUNDS MANAGEMENT INDIA PVT LTD,Australia,Indian Ocean Rim Asset Management Pty L,BANGALORE,"Accounting, bookkeeping and auditing activities",8.65,0.13,
37,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL SWG PTY LTD,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,1.50,0.02,
38,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL INTERNATIONAL HOLDINGS PTY LT,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,1.50,0.02,
39,BEBABOO GLOBAL PVT. LTD.,Australia,SONJA BHATIA,NEW DELHI,"Wholesale of other households goods,
n.e.c. [Includes wholesale of household equipment and appliances,",0.05,0.00,
40,AINS ICT SOLUTIONS (INDIA) PRIVATE LIMIT,Australia,AUSTRALIA INTERNET SOLUTIONS PTY LTD,BANGALORE,Other information technology and computer service activities n.e.c,0.10,0.00,
41,GREENERACE TECHNOLOGIES PVT LTD,Australia,STEWART JOSEPH WALTER,NEW DELHI,"Operation of web sites that use a search engine to generate and maintain
extensive databases of internet",1.70,0.03,
42,DELTA BIOPHARMA PVT LTD,Australia,CHANDER MOHAN KHANNA,MUMBAI,Manufacture of allopathic pharmaceutical preparations,98.60,1.45,
43,DELTA BIOPHARMA PVT LTD,Australia,RAJAT KHANNA,MUMBAI,Manufacture of allopathic pharmaceutical preparations,16.00,0.24,
44,ROCKWELL EDUCATIONAL INSTITUTIONS PVT LT,Australia,Infotech Professionals PTY Ltd,HYDERABAD,Educational support services,10.74,0.16,
45,FBE INDIA PRIVATE LIMITED,Australia,FBE PTY Ltd,HYDERABAD,"MANUFACTURE OF MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE SUCH ASOPERATING TABLES, EXAMINATION",2.00,0.03,
46,EINFACH GLOBAL SOLUTIONS PRIVATE LIMITED,Australia,Thorne Fire Protection And Security Serv,KOLKATA,Providing software support and maintenance to the clients,0.05,0.00,
47,THIESS INDIA PVT LTD,Australia,THIESS PTY LTD.,KOLKATA,Opencast mining of hard coal,2.97,0.04,
48,THIESS INDIA PVT LTD,Australia,THEISS PTY LTD.,KOLKATA,Opencast mining of hard coal,15.84,0.23,
49,NATURES COIR PVT LTD,Australia,Natures Soil Pty Ltd,CHENNAI,Manufacture of cordage or rope made of coir,0.73,0.01,
50,INDIAN ROAD SURVEY AND MANAGEMENT PRIVAT,Australia,ARRB Group Ltd,CHENNAI,"Other professional, scientific and technical activities n.e.c.",5.00,0.07,
51,BOURKE CONSOLIDATED INDIA PVT LTD,Australia,BOURKE CONSOLIDATED PTY LTD,MUMBAI,"Accounting, bookkeeping and auditing activities",0.10,0.00,
52,NEOLACTA LIFESCIENCES PRIVATE LIMITED,Australia,RAKESH KUMAR AGGARWAL,BANGALORE,Manufacture of baby milk foods,3.98,0.06,
53,MEMKO SYSTEMS PVT LTD,Australia,MEMKO PTY LTD,MUMBAI,Other information technology and computer service activities n.e.c,1.10,0.02,
54,RESONANT CLOUD SERVICES,Australia,Resonant Cloud Solutions Pty Limited,AHMEDABAD,Providing software support and,0.00,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,PRIVATE LIMITED,,,,maintenance to the clients,,,
55,RESONANT CLOUD SERVICES PRIVATE LIMITED,Australia,Resonant Cloud Solutions Pty Limited,AHMEDABAD,Providing software support and maintenance to the clients,0.10,0.00,
56,HINDUSTAN PORTS (CONTAINER INFRASTRUCTUR,Australia,DP WORLD OVERSEAS PTY LTD,MUMBAI,Activities of holding companies,360.42,5.32,
57,ALLENWEST AMPCONTROL INDIA PVT LTD,Australia,AMPCONTROL SWG PTY LTD,MUMBAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,2.00,0.03,
58,INTERGY CONSULTING(INDIA) PVT LIMITED,Australia,INTERGY TECHNOLOGY GROUP PTY LTD,CHENNAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",1.00,0.02,
59,NEOLACTA LIFESCIENCES PRIVATE LIMITED,Australia,RAKESH KUMAR AGGARWAL,BANGALORE,Manufacture of baby milk foods,3.76,0.06,
60,PAYMATE INDIA PVT LTD,Australia,IPO WEALTH HOLDINGS  PTY LTD,MUMBAI,Other information technology and computer service activities n.e.c,28.91,0.43,
61,BLACKBURN TECHNOLOGIES PRIVATE LIMITED,Australia,Shomoresh Bhattacharjee,HYDERABAD,Other information technology and computer service activities n.e.c,3.46,0.05,
62,VENTURENEXT FRANCHISING SERVICES PRIVATE,Australia,RAINE AND HORNE PTY LIMITED,BANGALORE,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",3.19,0.05,
